data;

param num_jobs := 600;

param num_mach := 20;

param T := 
20 32 5
1 33 23
2 33 35
3 33 35
4 33 48
5 33 71
6 33 40
7 33 98
8 33 32
9 33 63
10 33 80
11 33 47
12 33 76
13 33 90
14 33 88
15 33 45
16 33 73
17 33 82
18 33 1
19 33 29
20 33 39
1 34 36
2 34 4
3 34 70
4 34 32
5 34 28
6 34 31
7 34 27
8 34 26
9 34 52
10 34 62
11 34 59
12 34 28
13 34 5
14 34 72
15 34 28
16 34 60
17 34 1
18 34 20
19 34 87
20 34 69
1 35 95
2 35 90
3 35 42
4 35 16
5 35 49
6 35 30
7 35 43
8 35 65
9 35 58
10 35 18
11 35 19
12 35 85
13 35 34
14 35 82
15 35 86
16 35 6
17 35 10
18 35 60
19 35 89
20 35 18
1 36 10
2 36 34
3 36 34
4 36 96
5 36 91
6 36 16
7 36 49
8 36 98
9 36 77
10 36 57
11 36 75
12 36 43
13 36 9
14 36 97
15 36 61
16 36 92
17 36 95
18 36 87
19 36 24
20 36 97
1 37 58
2 37 55
3 37 99
4 37 45
5 37 67
6 37 79
7 37 96
8 37 61
9 37 37
10 37 15
11 37 18
12 37 32
13 37 21
14 37 69
15 37 25
16 37 43
17 37 28
18 37 20
19 37 52
20 37 72
1 38 52
2 38 43
3 38 98
4 38 69
5 38 70
6 38 72
7 38 54
8 38 99
9 38 71
10 38 14
11 38 39
12 38 58
13 38 11
14 38 91
15 38 57
16 38 75
17 38 10
18 38 98
19 38 4
20 38 45
1 39 34
2 39 69
3 39 68
4 39 78
5 39 24
6 39 9
7 39 25
8 39 61
9 39 75
10 39 38
11 39 2
12 39 36
13 39 70
14 39 43
15 39 76
16 39 78
17 39 18
18 39 40
19 39 31
20 39 15
1 40 65
2 40 87
3 40 70
4 40 2
5 40 65
6 40 9
7 40 82
8 40 72
9 40 30
10 40 18
11 40 91
12 40 19
13 40 99
14 40 48
15 40 53
16 40 59
17 40 8
18 40 20
19 40 57
20 40 11
1 41 20
2 41 28
3 41 68
4 41 79
5 41 72
6 41 99
7 41 8
8 41 14
9 41 59
10 41 76
11 41 57
12 41 10
13 41 12
14 41 14
15 41 34
16 41 42
17 41 90
18 41 88
19 41 74
20 41 71
1 42 89
2 42 95
3 42 29
4 42 59
5 42 2
6 42 27
7 42 42
8 42 60
9 42 2
10 42 97
11 42 79
12 42 15
13 42 63
14 42 47
15 42 29
16 42 31
17 42 96
18 42 33
19 42 79
20 42 35
1 43 72
2 43 10
3 43 56
4 43 41
5 43 88
6 43 25
7 43 78
8 43 60
9 43 74
10 43 15
11 43 41
12 43 47
13 43 50
14 43 61
15 43 66
16 43 55
17 43 77
18 43 36
19 43 63
20 43 62
1 44 83
2 44 61
3 44 82
4 44 62
5 44 32
6 44 55
7 44 70
8 44 62
9 44 72
10 44 38
11 44 56
12 44 12
13 44 5
14 44 17
15 44 11
16 44 57
17 44 21
18 44 80
19 44 84
20 44 2
1 45 29
2 45 74
3 45 97
4 45 13
5 45 64
6 45 27
7 45 36
8 45 13
9 45 36
10 45 53
11 45 3
12 45 29
13 45 73
14 45 58
15 45 87
16 45 3
17 45 69
18 45 15
19 45 87
20 45 78
1 46 28
2 46 88
3 46 88
4 46 32
5 46 74
6 46 29
7 46 61
8 46 93
9 46 77
10 46 65
11 46 67
12 46 73
13 46 81
14 46 52
15 46 66
16 46 20
17 46 82
18 46 76
19 46 55
20 46 50
1 47 56
2 47 10
3 47 4
4 47 19
5 47 41
6 47 61
7 47 50
8 47 52
9 47 41
10 47 87
11 47 82
12 47 28
13 47 85
14 47 31
15 47 10
16 47 96
17 47 72
18 47 29
19 47 5
20 47 76
1 48 73
2 48 90
3 48 74
4 48 48
5 48 84
6 48 39
7 48 79
8 48 61
9 48 50
10 48 72
11 48 23
12 48 97
13 48 87
14 48 88
15 48 68
16 48 76
17 48 96
18 48 72
19 48 60
20 48 90
1 49 33
2 49 38
3 49 63
4 49 96
5 49 62
6 49 93
7 49 34
8 49 18
9 49 57
10 49 50
11 49 95
12 49 20
13 49 69
14 49 96
15 49 83
16 49 64
17 49 7
18 49 23
19 49 73
20 49 66
1 50 6
2 50 55
3 50 20
4 50 4
5 50 48
6 50 26
7 50 55
8 50 35
9 50 99
10 50 18
11 50 38
12 50 61
13 50 50
14 50 33
15 50 49
16 50 9
17 50 72
18 50 77
19 50 60
20 50 26
1 51 57
2 51 76
3 51 49
4 51 27
5 51 70
6 51 47
7 51 9
8 51 20
9 51 41
10 51 97
11 51 96
12 51 6
13 51 86
14 51 38
15 51 12
16 51 27
17 51 28
18 51 5
19 51 82
20 51 18
1 52 53
2 52 49
3 52 38
4 52 71
5 52 18
6 52 39
7 52 64
8 52 30
9 52 23
10 52 61
11 52 70
12 52 62
13 52 73
14 52 46
15 52 34
16 52 91
17 52 28
18 52 34
19 52 95
20 52 81
1 53 96
2 53 56
3 53 3
4 53 87
5 53 23
6 53 14
7 53 45
8 53 43
9 53 88
10 53 64
11 53 24
12 53 38
13 53 5
14 53 48
15 53 47
16 53 94
17 53 84
18 53 26
19 53 42
20 53 62
1 54 17
2 54 1
3 54 26
4 54 83
5 54 75
6 54 47
7 54 80
8 54 95
9 54 37
10 54 75
11 54 22
12 54 77
13 54 6
14 54 92
15 54 54
16 54 59
17 54 41
18 54 52
19 54 50
20 54 41
1 55 58
2 55 94
3 55 13
4 55 95
5 55 48
6 55 21
7 55 84
8 55 65
9 55 15
10 55 64
11 55 24
12 55 49
13 55 54
14 55 26
15 55 74
16 55 60
17 55 4
18 55 18
19 55 75
20 55 8
1 56 40
2 56 16
3 56 99
4 56 1
5 56 20
6 56 4
7 56 20
8 56 9
9 56 62
10 56 96
11 56 41
12 56 22
13 56 38
14 56 34
15 56 40
16 56 81
17 56 23
18 56 1
19 56 3
20 56 82
1 57 96
2 57 26
3 57 58
4 57 70
5 57 29
6 57 48
7 57 47
8 57 78
9 57 69
10 57 52
11 57 63
12 57 90
13 57 24
14 57 26
15 57 70
16 57 8
17 57 12
18 57 87
19 57 77
20 57 60
1 58 4
2 58 69
3 58 13
4 58 4
5 58 99
6 58 75
7 58 54
8 58 75
9 58 14
10 58 45
11 58 87
12 58 13
13 58 38
14 58 85
15 58 2
16 58 47
17 58 31
18 58 49
19 58 53
20 58 35
1 59 53
2 59 90
3 59 45
4 59 90
5 59 20
6 59 6
7 59 14
8 59 20
9 59 73
10 59 44
11 59 14
12 59 80
13 59 76
14 59 68
15 59 44
16 59 17
17 59 84
18 59 63
19 59 60
20 59 45
1 60 50
2 60 43
3 60 56
4 60 81
5 60 64
6 60 17
7 60 19
8 60 38
9 60 44
10 60 93
11 60 89
12 60 43
13 60 7
14 60 29
15 60 82
16 60 47
17 60 6
18 60 77
19 60 37
20 60 22
1 61 18
2 61 74
3 61 20
4 61 71
5 61 90
6 61 69
7 61 95
8 61 6
9 61 3
10 61 91
11 61 23
12 61 49
13 61 7
14 61 5
15 61 60
16 61 82
17 61 25
18 61 98
19 61 81
20 61 44
1 62 49
2 62 17
3 62 34
4 62 31
5 62 51
6 62 14
7 62 92
8 62 87
9 62 5
10 62 92
11 62 83
12 62 63
13 62 78
14 62 80
15 62 99
16 62 77
17 62 46
18 62 23
19 62 14
20 62 30
1 63 38
2 63 9
3 63 64
4 63 33
5 63 5
6 63 71
7 63 83
8 63 71
9 63 88
10 63 9
11 63 70
12 63 99
13 63 21
14 63 36
15 63 47
16 63 38
17 63 79
18 63 41
19 63 51
20 63 27
1 64 83
2 64 29
3 64 28
4 64 57
5 64 7
6 64 67
7 64 59
8 64 81
9 64 42
10 64 57
11 64 24
12 64 61
13 64 41
14 64 13
15 64 64
16 64 32
17 64 9
18 64 7
19 64 42
20 64 67
1 65 42
2 65 28
3 65 72
4 65 83
5 65 31
6 65 40
7 65 72
8 65 20
9 65 54
10 65 61
11 65 91
12 65 70
13 65 56
14 65 90
15 65 79
16 65 80
17 65 78
18 65 41
19 65 18
20 65 3
1 66 72
2 66 76
3 66 36
4 66 88
5 66 35
6 66 53
7 66 59
8 66 72
9 66 30
10 66 6
11 66 86
12 66 56
13 66 95
14 66 36
15 66 83
16 66 11
17 66 44
18 66 97
19 66 36
20 66 44
1 67 7
2 67 75
3 67 5
4 67 14
5 67 81
6 67 9
7 67 76
8 67 75
9 67 86
10 67 9
11 67 98
12 67 3
13 67 26
14 67 62
15 67 43
16 67 11
17 67 13
18 67 32
19 67 45
20 67 66
1 68 26
2 68 85
3 68 96
4 68 85
5 68 77
6 68 18
7 68 8
8 68 37
9 68 23
10 68 53
11 68 46
12 68 96
13 68 40
14 68 35
15 68 41
16 68 38
17 68 63
18 68 40
19 68 94
20 68 46
1 69 46
2 69 78
3 69 34
4 69 80
5 69 85
6 69 71
7 69 21
8 69 44
9 69 37
10 69 2
11 69 74
12 69 18
13 69 96
14 69 91
15 69 89
16 69 68
17 69 38
18 69 57
19 69 55
20 69 54
1 70 24
2 70 28
3 70 96
4 70 72
5 70 29
6 70 44
7 70 8
8 70 17
9 70 50
10 70 67
11 70 40
12 70 62
13 70 90
14 70 62
15 70 64
16 70 74
17 70 31
18 70 38
19 70 28
20 70 18
1 71 41
2 71 67
3 71 58
4 71 18
5 71 89
6 71 96
7 71 13
8 71 79
9 71 47
10 71 40
11 71 46
12 71 96
13 71 98
14 71 19
15 71 61
16 71 83
17 71 16
18 71 58
19 71 67
20 71 12
1 72 38
2 72 3
3 72 51
4 72 57
5 72 76
6 72 70
7 72 38
8 72 61
9 72 37
10 72 74
11 72 5
12 72 75
13 72 30
14 72 84
15 72 66
16 72 48
17 72 97
18 72 98
19 72 46
20 72 61
1 73 93
2 73 56
3 73 7
4 73 36
5 73 94
6 73 99
7 73 96
8 73 54
9 73 15
10 73 84
11 73 45
12 73 73
13 73 66
14 73 81
15 73 1
16 73 30
17 73 76
18 73 19
19 73 11
20 73 59
1 74 74
2 74 66
3 74 75
4 74 73
5 74 76
6 74 62
7 74 24
8 74 78
9 74 57
10 74 24
11 74 3
12 74 18
13 74 88
14 74 93
15 74 72
16 74 83
17 74 55
18 74 21
19 74 45
20 74 26
1 75 11
2 75 82
3 75 20
4 75 40
5 75 19
6 75 68
7 75 92
8 75 40
9 75 88
10 75 21
11 75 45
12 75 22
13 75 8
14 75 77
15 75 47
16 75 84
17 75 25
18 75 60
19 75 16
20 75 67
1 76 52
2 76 23
3 76 30
4 76 17
5 76 62
6 76 43
7 76 84
8 76 88
9 76 17
10 76 11
11 76 28
12 76 49
13 76 56
14 76 60
15 76 30
16 76 42
17 76 28
18 76 53
19 76 65
20 76 15
1 77 28
2 77 94
3 77 14
4 77 45
5 77 96
6 77 50
7 77 9
8 77 91
9 77 90
10 77 87
11 77 83
12 77 63
13 77 10
14 77 75
15 77 6
16 77 91
17 77 66
18 77 97
19 77 94
20 77 41
1 78 13
2 78 72
3 78 52
4 78 94
5 78 78
6 78 80
7 78 71
8 78 95
9 78 69
10 78 52
11 78 88
12 78 43
13 78 31
14 78 57
15 78 95
16 78 62
17 78 98
18 78 98
19 78 33
20 78 96
1 79 58
2 79 7
3 79 28
4 79 4
5 79 5
6 79 84
7 79 43
8 79 40
9 79 71
10 79 52
11 79 60
12 79 69
13 79 73
14 79 85
15 79 7
16 79 41
17 79 71
18 79 56
19 79 98
20 79 8
1 80 62
2 80 8
3 80 66
4 80 78
5 80 53
6 80 30
7 80 77
8 80 46
9 80 64
10 80 19
11 80 75
12 80 13
13 80 83
14 80 34
15 80 6
16 80 16
17 80 54
18 80 83
19 80 86
20 80 21
1 81 70
2 81 1
3 81 47
4 81 40
5 81 21
6 81 8
7 81 62
8 81 85
9 81 2
10 81 53
11 81 23
12 81 74
13 81 75
14 81 91
15 81 34
16 81 40
17 81 71
18 81 33
19 81 53
20 81 8
1 82 39
2 82 79
3 82 74
4 82 66
5 82 91
6 82 33
7 82 34
8 82 13
9 82 23
10 82 28
11 82 12
12 82 60
13 82 74
14 82 42
15 82 30
16 82 59
17 82 75
18 82 72
19 82 74
20 82 38
1 83 3
2 83 87
3 83 13
4 83 80
5 83 19
6 83 97
7 83 61
8 83 8
9 83 84
10 83 89
11 83 28
12 83 98
13 83 66
14 83 28
15 83 50
16 83 1
17 83 79
18 83 22
19 83 84
20 83 99
1 84 21
2 84 5
3 84 32
4 84 47
5 84 16
6 84 74
7 84 88
8 84 72
9 84 51
10 84 88
11 84 80
12 84 21
13 84 82
14 84 27
15 84 97
16 84 1
17 84 50
18 84 51
19 84 49
20 84 30
1 85 8
2 85 26
3 85 10
4 85 10
5 85 83
6 85 86
7 85 6
8 85 70
9 85 12
10 85 69
11 85 89
12 85 70
13 85 3
14 85 25
15 85 87
16 85 35
17 85 46
18 85 97
19 85 15
20 85 65
1 86 57
2 86 43
3 86 98
4 86 73
5 86 17
6 86 90
7 86 61
8 86 96
9 86 72
10 86 99
11 86 33
12 86 15
13 86 80
14 86 65
15 86 19
16 86 68
17 86 21
18 86 56
19 86 29
20 86 46
1 87 25
2 87 94
3 87 38
4 87 8
5 87 68
6 87 24
7 87 56
8 87 39
9 87 40
10 87 15
11 87 4
12 87 60
13 87 99
14 87 99
15 87 34
16 87 45
17 87 53
18 87 49
19 87 46
20 87 21
1 88 33
2 88 19
3 88 79
4 88 37
5 88 59
6 88 38
7 88 80
8 88 43
9 88 9
10 88 13
11 88 87
12 88 11
13 88 28
14 88 71
15 88 76
16 88 83
17 88 62
18 88 68
19 88 46
20 88 42
1 89 89
2 89 28
3 89 61
4 89 20
5 89 78
6 89 97
7 89 70
8 89 5
9 89 7
10 89 27
11 89 54
12 89 16
13 89 24
14 89 14
15 89 88
16 89 35
17 89 24
18 89 72
19 89 28
20 89 41
1 90 68
2 90 10
3 90 35
4 90 62
5 90 96
6 90 21
7 90 9
8 90 57
9 90 76
10 90 48
11 90 97
12 90 89
13 90 9
14 90 44
15 90 1
16 90 46
17 90 89
18 90 53
19 90 78
20 90 31
1 91 67
2 91 96
3 91 43
4 91 9
5 91 84
6 91 11
7 91 92
8 91 12
9 91 71
10 91 98
11 91 4
12 91 9
13 91 19
14 91 75
15 91 6
16 91 14
17 91 77
18 91 20
19 91 98
20 91 78
1 92 45
2 92 80
3 92 87
4 92 88
5 92 32
6 92 68
7 92 41
8 92 79
9 92 23
10 92 58
11 92 7
12 92 18
13 92 90
14 92 84
15 92 29
16 92 22
17 92 98
18 92 67
19 92 59
20 92 31
1 93 23
2 93 50
3 93 57
4 93 32
5 93 73
6 93 16
7 93 18
8 93 90
9 93 90
10 93 94
11 93 65
12 93 87
13 93 52
14 93 9
15 93 21
16 93 15
17 93 12
18 93 9
19 93 13
20 93 1
1 94 67
2 94 83
3 94 91
4 94 72
5 94 5
6 94 67
7 94 87
8 94 61
9 94 94
10 94 64
11 94 85
12 94 26
13 94 16
14 94 61
15 94 46
16 94 33
17 94 42
18 94 15
19 94 70
20 94 33
1 95 22
2 95 23
3 95 88
4 95 11
5 95 22
6 95 5
7 95 39
8 95 5
9 95 24
10 95 75
11 95 51
12 95 27
13 95 2
14 95 74
15 95 49
16 95 19
17 95 10
18 95 75
19 95 48
20 95 26
1 96 47
2 96 12
3 96 4
4 96 89
5 96 11
6 96 65
7 96 36
8 96 77
9 96 29
10 96 31
11 96 48
12 96 95
13 96 32
14 96 34
15 96 2
16 96 65
17 96 27
18 96 65
19 96 14
20 96 60
1 97 62
2 97 80
3 97 99
4 97 18
5 97 6
6 97 53
7 97 79
8 97 91
9 97 72
10 97 88
11 97 4
12 97 1
13 97 75
14 97 44
15 97 77
16 97 80
17 97 87
18 97 2
19 97 97
20 97 66
1 98 33
2 98 1
3 98 17
4 98 45
5 98 48
6 98 10
7 98 99
8 98 57
9 98 84
10 98 13
11 98 51
12 98 45
13 98 42
14 98 36
15 98 11
16 98 68
17 98 49
18 98 19
19 98 64
20 98 42
1 99 32
2 99 38
3 99 98
4 99 62
5 99 44
6 99 23
7 99 4
8 99 21
9 99 46
10 99 9
11 99 14
12 99 42
13 99 49
14 99 34
15 99 26
16 99 65
17 99 69
18 99 82
19 99 35
20 99 82
1 100 57
2 100 98
3 100 89
4 100 91
5 100 99
6 100 57
7 100 45
8 100 17
9 100 2
10 100 47
11 100 70
12 100 35
13 100 97
14 100 9
15 100 41
16 100 74
17 100 63
18 100 38
19 100 13
20 100 98
1 101 7
2 101 25
3 101 73
4 101 84
5 101 68
6 101 23
7 101 6
8 101 52
9 101 65
10 101 37
11 101 16
12 101 24
13 101 53
14 101 99
15 101 99
16 101 91
17 101 90
18 101 58
19 101 69
20 101 37
1 102 25
2 102 89
3 102 45
4 102 47
5 102 49
6 102 35
7 102 92
8 102 91
9 102 89
10 102 4
11 102 66
12 102 63
13 102 12
14 102 94
15 102 71
16 102 13
17 102 75
18 102 30
19 102 72
20 102 17
1 103 76
2 103 9
3 103 9
4 103 55
5 103 26
6 103 19
7 103 86
8 103 3
9 103 89
10 103 59
11 103 58
12 103 42
13 103 77
14 103 75
15 103 19
16 103 72
17 103 37
18 103 3
19 103 74
20 103 56
1 104 23
2 104 61
3 104 61
4 104 30
5 104 20
6 104 59
7 104 13
8 104 87
9 104 52
10 104 98
11 104 23
12 104 82
13 104 11
14 104 86
15 104 40
16 104 39
17 104 72
18 104 85
19 104 86
20 104 47
1 105 93
2 105 77
3 105 95
4 105 87
5 105 13
6 105 10
7 105 6
8 105 17
9 105 80
10 105 52
11 105 66
12 105 99
13 105 10
14 105 79
15 105 25
16 105 77
17 105 15
18 105 64
19 105 10
20 105 5
1 106 74
2 106 48
3 106 37
4 106 88
5 106 51
6 106 8
7 106 92
8 106 25
9 106 38
10 106 56
11 106 69
12 106 11
13 106 20
14 106 34
15 106 72
16 106 64
17 106 79
18 106 75
19 106 3
20 106 1
1 107 70
2 107 71
3 107 5
4 107 42
5 107 41
6 107 52
7 107 18
8 107 48
9 107 97
10 107 56
11 107 81
12 107 1
13 107 14
14 107 71
15 107 77
16 107 86
17 107 47
18 107 63
19 107 6
20 107 55
1 108 11
2 108 15
3 108 38
4 108 44
5 108 5
6 108 51
7 108 86
8 108 4
9 108 23
10 108 29
11 108 89
12 108 58
13 108 67
14 108 3
15 108 82
16 108 94
17 108 54
18 108 2
19 108 36
20 108 50
1 109 89
2 109 82
3 109 56
4 109 53
5 109 36
6 109 42
7 109 91
8 109 45
9 109 19
10 109 96
11 109 77
12 109 58
13 109 25
14 109 70
15 109 27
16 109 60
17 109 6
18 109 53
19 109 46
20 109 75
1 110 81
2 110 7
3 110 28
4 110 40
5 110 3
6 110 38
7 110 54
8 110 55
9 110 31
10 110 74
11 110 4
12 110 53
13 110 34
14 110 94
15 110 69
16 110 76
17 110 5
18 110 8
19 110 7
20 110 43
1 111 58
2 111 99
3 111 65
4 111 52
5 111 61
6 111 58
7 111 4
8 111 37
9 111 1
10 111 64
11 111 65
12 111 90
13 111 90
14 111 19
15 111 63
16 111 7
17 111 77
18 111 24
19 111 28
20 111 13
1 112 98
2 112 47
3 112 81
4 112 92
5 112 93
6 112 41
7 112 65
8 112 24
9 112 77
10 112 93
11 112 35
12 112 76
13 112 27
14 112 19
15 112 83
16 112 45
17 112 44
18 112 42
19 112 71
20 112 18
1 113 86
2 113 13
3 113 65
4 113 97
5 113 79
6 113 55
7 113 24
8 113 37
9 113 63
10 113 54
11 113 72
12 113 44
13 113 31
14 113 19
15 113 61
16 113 68
17 113 51
18 113 76
19 113 92
20 113 89
1 114 6
2 114 99
3 114 69
4 114 54
5 114 56
6 114 51
7 114 3
8 114 34
9 114 44
10 114 12
11 114 61
12 114 7
13 114 82
14 114 27
15 114 76
16 114 82
17 114 74
18 114 79
19 114 19
20 114 21
1 115 3
2 115 78
3 115 15
4 115 15
5 115 44
6 115 17
7 115 69
8 115 42
9 115 11
10 115 55
11 115 12
12 115 5
13 115 38
14 115 5
15 115 88
16 115 98
17 115 49
18 115 44
19 115 53
20 115 4
1 116 77
2 116 81
3 116 41
4 116 75
5 116 26
6 116 37
7 116 36
8 116 73
9 116 95
10 116 33
11 116 43
12 116 62
13 116 8
14 116 94
15 116 36
16 116 79
17 116 2
18 116 96
19 116 62
20 116 43
1 117 94
2 117 32
3 117 90
