data;

param num_jobs := 500;

param num_mach := 60;

param T := 
27 4 56
28 4 82
29 4 6
30 4 34
31 4 49
32 4 27
33 4 76
34 4 22
35 4 44
36 4 9
37 4 24
38 4 63
39 4 58
40 4 82
41 4 53
42 4 1
43 4 27
44 4 30
45 4 28
46 4 33
47 4 64
48 4 66
49 4 75
50 4 62
51 4 55
52 4 84
53 4 54
54 4 3
55 4 72
56 4 61
57 4 88
58 4 64
59 4 83
60 4 46
1 5 34
2 5 69
3 5 70
4 5 86
5 5 41
6 5 48
7 5 86
8 5 81
9 5 5
10 5 14
11 5 25
12 5 48
13 5 50
14 5 47
15 5 74
16 5 47
17 5 71
18 5 11
19 5 74
20 5 21
21 5 19
22 5 72
23 5 16
24 5 9
25 5 26
26 5 35
27 5 32
28 5 65
29 5 3
30 5 74
31 5 76
32 5 98
33 5 29
34 5 43
35 5 97
36 5 76
37 5 48
38 5 94
39 5 47
40 5 4
41 5 35
42 5 34
43 5 71
44 5 52
45 5 72
46 5 94
47 5 92
48 5 81
49 5 86
50 5 97
51 5 72
52 5 11
53 5 8
54 5 60
55 5 2
56 5 10
57 5 58
58 5 34
59 5 75
60 5 25
1 6 96
2 6 1
3 6 42
4 6 65
5 6 55
6 6 66
7 6 34
8 6 96
9 6 52
10 6 15
11 6 20
12 6 39
13 6 76
14 6 24
15 6 30
16 6 55
17 6 64
18 6 48
19 6 53
20 6 74
21 6 22
22 6 18
23 6 14
24 6 92
25 6 65
26 6 27
27 6 46
28 6 44
29 6 68
30 6 85
31 6 61
32 6 30
33 6 59
34 6 73
35 6 63
36 6 55
37 6 93
38 6 23
39 6 34
40 6 10
41 6 95
42 6 5
43 6 28
44 6 85
45 6 55
46 6 4
47 6 37
48 6 27
49 6 8
50 6 11
51 6 5
52 6 50
53 6 38
54 6 65
55 6 2
56 6 82
57 6 4
58 6 16
59 6 8
60 6 2
1 7 42
2 7 92
3 7 53
4 7 78
5 7 17
6 7 16
7 7 3
8 7 59
9 7 35
10 7 67
11 7 3
12 7 35
13 7 8
14 7 6
15 7 20
16 7 74
17 7 62
18 7 11
19 7 32
20 7 43
21 7 24
22 7 79
23 7 70
24 7 17
25 7 11
26 7 4
27 7 94
28 7 52
29 7 23
30 7 17
31 7 76
32 7 3
33 7 25
34 7 81
35 7 15
36 7 75
37 7 37
38 7 49
39 7 97
40 7 52
41 7 87
42 7 23
43 7 99
44 7 47
45 7 9
46 7 6
47 7 70
48 7 68
49 7 52
50 7 9
51 7 54
52 7 90
53 7 76
54 7 46
55 7 50
56 7 64
57 7 28
58 7 66
59 7 1
60 7 31
1 8 12
2 8 65
3 8 63
4 8 5
5 8 29
6 8 97
7 8 11
8 8 36
9 8 24
10 8 87
11 8 60
12 8 89
13 8 74
14 8 84
15 8 34
16 8 81
17 8 9
18 8 39
19 8 81
20 8 65
21 8 43
22 8 76
23 8 43
24 8 60
25 8 63
26 8 99
27 8 22
28 8 66
29 8 94
30 8 59
31 8 80
32 8 10
33 8 50
34 8 42
35 8 9
36 8 93
37 8 31
38 8 8
39 8 7
40 8 80
41 8 23
42 8 43
43 8 82
44 8 11
45 8 28
46 8 17
47 8 65
48 8 30
49 8 5
50 8 82
51 8 81
52 8 91
53 8 19
54 8 15
55 8 43
56 8 52
57 8 24
58 8 24
59 8 39
60 8 79
1 9 27
2 9 55
3 9 45
4 9 32
5 9 5
6 9 73
7 9 80
8 9 89
9 9 69
10 9 96
11 9 73
12 9 38
13 9 19
14 9 20
15 9 30
16 9 40
17 9 1
18 9 55
19 9 7
20 9 43
21 9 85
22 9 59
23 9 26
24 9 12
25 9 25
26 9 46
27 9 96
28 9 75
29 9 37
30 9 95
31 9 32
32 9 41
33 9 58
34 9 2
35 9 58
36 9 3
37 9 33
38 9 29
39 9 70
40 9 46
41 9 49
42 9 71
43 9 79
44 9 46
45 9 32
46 9 21
47 9 48
48 9 80
49 9 54
50 9 4
51 9 23
52 9 28
53 9 26
54 9 38
55 9 94
56 9 18
57 9 72
58 9 11
59 9 50
60 9 46
1 10 20
2 10 89
3 10 8
4 10 73
5 10 32
6 10 13
7 10 35
8 10 83
9 10 79
10 10 26
11 10 98
12 10 50
13 10 37
14 10 58
15 10 95
16 10 50
17 10 26
18 10 41
19 10 55
20 10 22
21 10 66
22 10 39
23 10 30
24 10 50
25 10 91
26 10 35
27 10 97
28 10 40
29 10 37
30 10 72
31 10 51
32 10 86
33 10 29
34 10 74
35 10 49
36 10 81
37 10 9
38 10 74
39 10 41
40 10 93
41 10 80
42 10 27
43 10 12
44 10 21
45 10 65
46 10 5
47 10 96
48 10 2
49 10 2
50 10 72
51 10 49
52 10 34
53 10 30
54 10 7
55 10 92
56 10 33
57 10 37
58 10 7
59 10 67
60 10 36
1 11 56
2 11 12
3 11 48
4 11 30
5 11 58
6 11 16
7 11 16
8 11 51
9 11 63
10 11 42
11 11 94
12 11 11
13 11 59
14 11 38
15 11 83
16 11 8
17 11 30
18 11 78
19 11 55
20 11 62
21 11 97
22 11 4
23 11 3
24 11 70
25 11 49
26 11 23
27 11 32
28 11 58
29 11 5
30 11 60
31 11 67
32 11 1
33 11 35
34 11 33
35 11 91
36 11 15
37 11 44
38 11 73
39 11 46
40 11 54
41 11 81
42 11 44
43 11 65
44 11 69
45 11 29
46 11 12
47 11 11
48 11 97
49 11 91
50 11 67
51 11 49
52 11 98
53 11 94
54 11 16
55 11 65
56 11 67
57 11 45
58 11 74
59 11 18
60 11 64
1 12 29
2 12 44
3 12 82
4 12 60
5 12 38
6 12 57
7 12 34
8 12 88
9 12 59
10 12 1
11 12 51
12 12 42
13 12 66
14 12 75
15 12 74
16 12 62
17 12 91
18 12 45
19 12 22
20 12 6
21 12 73
22 12 78
23 12 56
24 12 88
25 12 10
26 12 87
27 12 63
28 12 46
29 12 51
30 12 18
31 12 71
32 12 48
33 12 31
34 12 54
35 12 30
36 12 71
37 12 98
38 12 29
39 12 28
40 12 6
41 12 17
42 12 49
43 12 22
44 12 51
45 12 34
46 12 4
47 12 93
48 12 42
49 12 38
50 12 82
51 12 67
52 12 84
53 12 64
54 12 42
55 12 54
56 12 16
57 12 99
58 12 90
59 12 1
60 12 6
1 13 16
2 13 80
3 13 66
4 13 65
5 13 20
6 13 32
7 13 48
8 13 28
9 13 12
10 13 11
11 13 28
12 13 31
13 13 67
14 13 65
15 13 24
16 13 99
17 13 14
18 13 66
19 13 48
20 13 15
21 13 48
22 13 12
23 13 28
24 13 15
25 13 17
26 13 5
27 13 25
28 13 71
29 13 61
30 13 94
31 13 56
32 13 34
33 13 99
34 13 60
35 13 28
36 13 27
37 13 96
38 13 62
39 13 6
40 13 52
41 13 35
42 13 86
43 13 92
44 13 32
45 13 2
46 13 89
47 13 99
48 13 89
49 13 49
50 13 70
51 13 14
52 13 47
53 13 91
54 13 66
55 13 9
56 13 14
57 13 46
58 13 36
59 13 50
60 13 54
1 14 30
2 14 63
3 14 85
4 14 96
5 14 80
6 14 25
7 14 32
8 14 3
9 14 50
10 14 76
11 14 95
12 14 3
13 14 93
14 14 61
15 14 78
16 14 89
17 14 50
18 14 57
19 14 68
20 14 4
21 14 99
22 14 94
23 14 18
24 14 65
25 14 27
26 14 25
27 14 42
28 14 29
29 14 33
30 14 26
31 14 15
32 14 73
33 14 79
34 14 55
35 14 22
36 14 45
37 14 46
38 14 12
39 14 8
40 14 23
41 14 58
42 14 51
43 14 40
44 14 69
45 14 73
46 14 59
47 14 46
48 14 89
49 14 82
50 14 2
51 14 27
52 14 11
53 14 36
54 14 87
55 14 38
56 14 49
57 14 2
58 14 13
59 14 86
60 14 43
1 15 22
2 15 82
3 15 4
4 15 43
5 15 23
6 15 24
7 15 73
8 15 13
9 15 4
10 15 30
11 15 34
12 15 71
13 15 86
14 15 9
15 15 83
16 15 74
17 15 27
18 15 25
19 15 56
20 15 26
21 15 5
22 15 49
23 15 47
24 15 58
25 15 46
26 15 66
27 15 6
28 15 40
29 15 51
30 15 97
31 15 28
32 15 68
33 15 22
34 15 38
35 15 5
36 15 86
37 15 14
38 15 21
39 15 28
40 15 15
41 15 69
42 15 58
43 15 43
44 15 93
45 15 91
46 15 17
47 15 3
48 15 74
49 15 69
50 15 23
51 15 72
52 15 99
53 15 64
54 15 22
55 15 78
56 15 80
57 15 29
58 15 22
59 15 4
60 15 34
1 16 2
2 16 96
3 16 76
4 16 54
5 16 5
6 16 41
7 16 6
8 16 34
9 16 42
10 16 89
11 16 45
12 16 52
13 16 75
14 16 45
15 16 16
16 16 89
17 16 19
18 16 86
19 16 95
20 16 56
21 16 79
22 16 39
23 16 59
24 16 21
25 16 48
26 16 37
27 16 46
28 16 92
29 16 98
30 16 11
31 16 64
32 16 87
33 16 68
34 16 68
35 16 73
36 16 78
37 16 7
38 16 62
39 16 96
40 16 25
41 16 40
42 16 70
43 16 66
44 16 4
45 16 69
46 16 11
47 16 88
48 16 19
49 16 3
50 16 76
51 16 89
52 16 42
53 16 3
54 16 78
55 16 81
56 16 8
57 16 80
58 16 9
59 16 52
60 16 92
1 17 85
2 17 65
3 17 73
4 17 13
5 17 53
6 17 18
7 17 81
8 17 55
9 17 30
10 17 93
11 17 70
12 17 5
13 17 76
14 17 99
15 17 5
16 17 37
17 17 12
18 17 44
19 17 46
20 17 99
21 17 65
22 17 90
23 17 37
24 17 85
25 17 45
26 17 69
27 17 8
28 17 85
29 17 26
30 17 44
31 17 74
32 17 60
33 17 29
34 17 83
35 17 67
36 17 82
37 17 50
38 17 97
39 17 92
40 17 29
41 17 38
42 17 45
43 17 20
44 17 29
45 17 60
46 17 9
47 17 54
48 17 97
49 17 75
50 17 6
51 17 26
52 17 6
53 17 20
54 17 75
55 17 20
56 17 74
57 17 79
58 17 55
59 17 7
60 17 87
1 18 87
2 18 47
3 18 70
4 18 61
5 18 88
6 18 36
7 18 34
8 18 24
9 18 40
10 18 4
11 18 26
12 18 77
13 18 60
14 18 48
15 18 39
16 18 58
17 18 39
18 18 22
19 18 81
20 18 16
21 18 50
22 18 25
23 18 18
24 18 70
25 18 66
26 18 27
27 18 43
28 18 27
29 18 41
30 18 4
31 18 49
32 18 53
33 18 8
34 18 17
35 18 70
36 18 41
37 18 33
38 18 64
39 18 14
40 18 25
41 18 93
42 18 76
43 18 26
44 18 14
45 18 89
46 18 55
47 18 26
48 18 64
49 18 98
50 18 62
51 18 34
52 18 6
53 18 39
54 18 4
55 18 62
56 18 83
57 18 96
58 18 83
59 18 40
60 18 97
1 19 30
2 19 3
3 19 8
4 19 33
5 19 68
6 19 48
7 19 82
8 19 30
9 19 48
10 19 77
11 19 98
12 19 29
13 19 72
14 19 3
15 19 62
16 19 79
17 19 82
18 19 38
19 19 77
20 19 23
21 19 67
22 19 46
23 19 31
24 19 62
25 19 57
26 19 13
27 19 51
28 19 94
29 19 88
30 19 28
31 19 70
32 19 69
33 19 10
34 19 58
35 19 56
36 19 82
37 19 88
38 19 28
39 19 92
40 19 40
41 19 31
42 19 57
43 19 31
44 19 39
45 19 24
46 19 15
47 19 35
48 19 53
49 19 60
50 19 89
51 19 93
52 19 20
53 19 8
54 19 85
55 19 72
56 19 64
57 19 37
58 19 92
59 19 28
60 19 9
1 20 12
2 20 92
3 20 20
4 20 62
5 20 10
6 20 98
7 20 68
8 20 66
9 20 28
10 20 44
11 20 61
12 20 65
13 20 95
14 20 55
15 20 5
16 20 14
17 20 85
18 20 90
19 20 68
20 20 43
21 20 8
22 20 22
23 20 76
24 20 49
25 20 24
26 20 87
27 20 32
28 20 72
29 20 23
30 20 55
31 20 88
32 20 90
33 20 23
34 20 50
35 20 2
36 20 26
37 20 20
38 20 72
39 20 24
40 20 57
41 20 85
42 20 75
43 20 28
44 20 84
45 20 69
46 20 92
47 20 66
48 20 73
49 20 85
50 20 51
51 20 12
52 20 91
53 20 73
54 20 67
55 20 27
56 20 12
57 20 60
58 20 56
59 20 61
60 20 33
1 21 72
2 21 81
3 21 78
4 21 62
5 21 68
6 21 23
7 21 54
8 21 44
9 21 98
10 21 46
11 21 98
12 21 35
13 21 99
14 21 96
15 21 6
16 21 58
17 21 92
18 21 63
19 21 14
20 21 92
21 21 40
22 21 67
23 21 43
24 21 75
25 21 72
26 21 81
27 21 50
28 21 17
29 21 98
30 21 88
31 21 88
32 21 71
33 21 60
34 21 26
35 21 98
36 21 3
37 21 85
38 21 75
39 21 44
40 21 34
41 21 64
42 21 9
43 21 75
44 21 86
45 21 45
46 21 78
47 21 86
48 21 30
49 21 19
50 21 27
51 21 95
52 21 5
53 21 53
54 21 50
55 21 67
56 21 1
57 21 79
58 21 36
59 21 52
60 21 80
1 22 59
2 22 78
3 22 18
4 22 98
5 22 71
6 22 9
7 22 96
8 22 50
9 22 96
10 22 19
11 22 63
12 22 45
13 22 2
14 22 69
15 22 33
16 22 9
17 22 39
18 22 88
19 22 38
20 22 25
21 22 20
22 22 18
23 22 14
24 22 1
25 22 20
26 22 58
27 22 15
28 22 8
29 22 38
30 22 26
31 22 40
32 22 28
33 22 4
34 22 15
35 22 31
36 22 6
37 22 10
38 22 24
39 22 75
40 22 98
41 22 18
42 22 10
43 22 31
44 22 59
45 22 60
46 22 57
47 22 56
48 22 5
49 22 36
50 22 87
51 22 6
52 22 54
53 22 76
54 22 38
55 22 19
56 22 30
57 22 24
58 22 97
59 22 42
60 22 72
1 23 52
2 23 65
3 23 23
4 23 90
5 23 30
6 23 81
7 23 85
8 23 70
9 23 87
10 23 34
11 23 86
12 23 2
13 23 50
14 23 49
15 23 92
16 23 91
17 23 50
18 23 22
19 23 30
20 23 85
21 23 30
22 23 32
23 23 8
24 23 9
25 23 86
26 23 62
27 23 17
28 23 1
29 23 36
30 23 15
31 23 34
32 23 99
33 23 91
34 23 88
35 23 12
36 23 9
37 23 77
38 23 56
39 23 15
40 23 49
41 23 36
42 23 72
43 23 37
44 23 70
45 23 86
46 23 84
47 23 21
48 23 89
49 23 50
50 23 33
51 23 40
52 23 69
53 23 53
54 23 73
55 23 44
56 23 63
57 23 62
58 23 33
59 23 61
60 23 76
1 24 19
2 24 7
3 24 1
4 24 29
5 24 89
6 24 51
7 24 18
8 24 32
9 24 23
10 24 17
11 24 30
12 24 84
13 24 97
14 24 44
15 24 81
16 24 73
17 24 8
18 24 8
19 24 13
20 24 34
21 24 99
22 24 81
23 24 73
24 24 85
25 24 78
26 24 59
27 24 88
28 24 75
29 24 27
30 24 64
31 24 60
32 24 79
33 24 24
34 24 11
35 24 78
36 24 32
37 24 44
38 24 27
39 24 55
40 24 14
41 24 83
42 24 30
43 24 18
44 24 99
45 24 29
46 24 22
47 24 28
48 24 38
49 24 82
50 24 56
51 24 94
52 24 38
53 24 4
54 24 75
55 24 22
56 24 66
57 24 16
58 24 33
59 24 89
60 24 85
1 25 22
2 25 40
3 25 72
4 25 90
5 25 88
6 25 15
7 25 30
8 25 14
9 25 17
10 25 13
11 25 39
12 25 20
13 25 14
14 25 63
15 25 43
16 25 2
17 25 3
18 25 50
19 25 36
20 25 47
21 25 72
22 25 13
23 25 18
24 25 47
25 25 30
26 25 48
27 25 74
28 25 55
29 25 16
30 25 31
31 25 76
32 25 17
33 25 98
34 25 15
35 25 8
36 25 49
37 25 42
38 25 48
39 25 47
40 25 13
41 25 34
42 25 25
43 25 86
44 25 20
45 25 9
46 25 76
47 25 46
48 25 79
49 25 5
50 25 44
51 25 17
52 25 43
53 25 23
54 25 7
55 25 61
56 25 43
57 25 12
58 25 48
59 25 24
60 25 3
1 26 68
2 26 88
3 26 52
4 26 75
5 26 27
6 26 15
7 26 27
8 26 49
9 26 3
10 26 86
11 26 46
12 26 97
13 26 83
14 26 97
15 26 16
16 26 94
17 26 3
18 26 25
19 26 43
20 26 6
21 26 32
22 26 88
23 26 32
24 26 27
25 26 72
26 26 11
27 26 29
28 26 35
29 26 46
30 26 49
31 26 65
32 26 66
33 26 1
34 26 32
35 26 97
36 26 50
37 26 86
38 26 33
39 26 45
40 26 46
41 26 76
42 26 50
43 26 69
44 26 73
45 26 21
46 26 89
47 26 46
48 26 30
49 26 68
50 26 61
51 26 28
52 26 37
53 26 1
54 26 39
55 26 96
56 26 55
57 26 48
58 26 43
59 26 53
60 26 68
1 27 93
2 27 41
3 27 93
4 27 13
5 27 79
6 27 87
7 27 68
8 27 12
9 27 73
10 27 37
11 27 26
12 27 51
13 27 59
14 27 8
15 27 86
16 27 75
17 27 62
18 27 75
19 27 99
20 27 22
21 27 17
22 27 30
23 27 70
24 27 9
25 27 36
26 27 21
27 27 75
28 27 45
29 27 63
30 27 68
31 27 91
32 27 21
33 27 79
34 27 36
35 27 7
36 27 15
37 27 13
38 27 72
39 27 98
40 27 16
41 27 97
42 27 61
43 27 85
44 27 34
45 27 37
46 27 69
47 27 94
48 27 72
49 27 91
50 27 54
51 27 99
52 27 71
53 27 98
54 27 75
55 27 19
56 27 44
57 27 82
58 27 29
59 27 86
60 27 68
1 28 25
2 28 95
3 28 28
4 28 3
5 28 91
6 28 67
7 28 3
8 28 56
9 28 45
10 28 2
11 28 97
12 28 99
13 28 82
14 28 12
15 28 92
16 28 21
17 28 82
18 28 91
19 28 16
20 28 65
21 28 54
22 28 42
23 28 69
24 28 90
25 28 5
26 28 32
27 28 94
28 28 46
29 28 93
30 28 32
31 28 97
32 28 56
33 28 24
34 28 80
35 28 74
36 28 57
37 28 83
38 28 87
39 28 81
40 28 24
41 28 60
42 28 85
43 28 53
44 28 81
45 28 65
46 28 66
47 28 66
48 28 97
49 28 59
50 28 78
51 28 1
52 28 90
53 28 59
54 28 77
55 28 37
56 28 96
57 28 63
58 28 35
59 28 97
60 28 1
1 29 40
2 29 64
3 29 30
4 29 98
5 29 44
6 29 22
7 29 68
8 29 60
9 29 73
10 29 68
11 29 46
12 29 16
13 29 82
14 29 29
15 29 27
16 29 66
17 29 99
18 29 70
19 29 77
20 29 8
21 29 19
22 29 77
23 29 24
24 29 15
25 29 81
26 29 18
27 29 29
28 29 17
29 29 44
30 29 10
31 29 6
32 29 77
33 29 6
34 29 34
35 29 54
36 29 41
37 29 56
38 29 65
39 29 74
40 29 21
41 29 41
42 29 4
43 29 1
44 29 37
45 29 75
46 29 32
47 29 59
48 29 39
49 29 49
50 29 40
51 29 50
52 29 51
53 29 3
54 29 80
55 29 87
56 29 37
57 29 58
58 29 42
59 29 74
60 29 83
1 30 51
2 30 80
3 30 69
4 30 29
5 30 88
6 30 19
7 30 95
8 30 89
9 30 22
10 30 3
11 30 82
12 30 79
13 30 32
14 30 7
15 30 48
16 30 1
17 30 38
18 30 90
19 30 66
20 30 68
21 30 95
22 30 65
23 30 56
24 30 85
25 30 41
26 30 26
27 30 23
28 30 90
29 30 93
30 30 48
31 30 5
32 30 40
33 30 34
34 30 65
35 30 21
36 30 88
37 30 1
38 30 64
39 30 27
40 30 7
41 30 90
42 30 68
43 30 11
44 30 11
45 30 56
46 30 12
47 30 97
48 30 28
49 30 14
50 30 96
51 30 41
52 30 5
53 30 32
54 30 2
55 30 23
56 30 30
57 30 52
58 30 97
59 30 83
60 30 42
1 31 53
2 31 56
3 31 51
4 31 35
5 31 75
6 31 78
7 31 64
8 31 76
9 31 67
10 31 89
11 31 76
12 31 12
13 31 1
14 31 45
15 31 3
16 31 23
17 31 85
18 31 72
19 31 55
20 31 46
21 31 81
22 31 35
23 31 52
24 31 82
25 31 67
26 31 78
27 31 28
28 31 56
29 31 46
30 31 26
31 31 52
32 31 90
33 31 66
34 31 5
35 31 50
36 31 26
37 31 1
38 31 29
39 31 83
40 31 90
41 31 29
42 31 82
43 31 22
44 31 82
45 31 80
46 31 58
47 31 29
48 31 54
49 31 59
50 31 64
51 31 31
52 31 91
53 31 59
54 31 88
55 31 46
56 31 20
57 31 23
58 31 92
59 31 99
60 31 96
1 32 19
2 32 83
3 32 38
4 32 65
5 32 28
6 32 53
7 32 35
8 32 78
9 32 73
10 32 20
11 32 36
12 32 16
13 32 41
14 32 1
15 32 92
16 32 56
17 32 46
18 32 80
19 32 86
20 32 79
21 32 76
22 32 80
23 32 37
24 32 10
25 32 5
26 32 33
27 32 46
28 32 16
29 32 36
30 32 14
31 32 18
32 32 41
33 32 57
34 32 90
35 32 76
36 32 32
37 32 96
38 32 81
39 32 44
40 32 65
41 32 95
42 32 52
43 32 59
44 32 18
45 32 69
46 32 74
47 32 69
48 32 25
49 32 4
50 32 29
51 32 99
52 32 3
53 32 5
54 32 37
55 32 86
56 32 50
57 32 17
58 32 42
59 32 49
60 32 52
1 33 55
2 33 80
3 33 15
4 33 38
5 33 37
6 33 11
7 33 30
8 33 87
9 33 94
10 33 90
11 33 15
12 33 66
13 33 9
14 33 21
15 33 65
16 33 46
17 33 98
18 33 3
19 33 86
20 33 41
21 33 49
22 33 66
23 33 18
24 33 63
25 33 73
26 33 69
27 33 92
28 33 75
29 33 30
30 33 82
31 33 32
32 33 94
33 33 46
34 33 3
35 33 75
36 33 92
37 33 22
38 33 56
39 33 84
40 33 61
41 33 10
42 33 1
43 33 88
44 33 71
45 33 93
46 33 15
47 33 41
48 33 31
49 33 24
50 33 53
51 33 27
52 33 15
53 33 66
54 33 98
55 33 17
56 33 32
57 33 75
58 33 32
59 33 71
60 33 50
1 34 20
2 34 18
3 34 47
4 34 92
5 34 86
6 34 58
7 34 33
8 34 66
9 34 66
10 34 81
11 34 58
12 34 16
13 34 91
14 34 52
15 34 6
16 34 76
17 34 70
18 34 21
19 34 55
20 34 88
21 34 56
22 34 67
23 34 27
24 34 12
25 34 27
26 34 82
27 34 3
28 34 13
29 34 68
30 34 3
31 34 42
32 34 52
33 34 99
34 34 6
35 34 22
36 34 75
37 34 69
38 34 97
39 34 76
40 34 82
41 34 13
42 34 87
43 34 90
44 34 47
45 34 54
46 34 7
47 34 12
48 34 85
49 34 96
50 34 20
51 34 47
52 34 16
53 34 20
54 34 54
55 34 74
56 34 57
57 34 94
58 34 13
59 34 3
60 34 42
1 35 74
2 35 77
3 35 23
4 35 62
5 35 24
6 35 99
7 35 63
8 35 57
9 35 2
10 35 42
11 35 41
12 35 20
13 35 92
14 35 20
15 35 50
16 35 83
17 35 78
18 35 45
19 35 50
20 35 12
21 35 70
22 35 87
23 35 36
24 35 93
25 35 53
26 35 93
27 35 9
28 35 34
29 35 20
30 35 36
31 35 74
32 35 91
33 35 79
34 35 71
35 35 33
36 35 73
37 35 84
38 35 49
39 35 52
40 35 36
41 35 3
42 35 81
43 35 19
44 35 13
45 35 27
46 35 71
47 35 33
48 35 85
49 35 6
50 35 70
51 35 67
52 35 73
53 35 28
54 35 95
55 35 17
56 35 83
57 35 10
58 35 38
59 35 19
60 35 83
1 36 43
2 36 40
3 36 1
4 36 61
5 36 34
6 36 24
7 36 97
8 36 83
9 36 13
10 36 97
11 36 46
12 36 89
13 36 8
14 36 76
15 36 51
16 36 58
17 36 25
18 36 77
19 36 58
20 36 48
21 36 42
22 36 4
23 36 12
24 36 98
25 36 46
26 36 11
27 36 62
28 36 32
29 36 54
30 36 7
31 36 49
32 36 3
33 36 94
34 36 59
35 36 90
36 36 87
37 36 50
38 36 89
39 36 38
40 36 99
41 36 78
42 36 85
43 36 82
44 36 80
45 36 66
46 36 57
47 36 30
48 36 7
49 36 86
50 36 20
51 36 75
52 36 96
53 36 61
54 36 87
55 36 33
56 36 24
57 36 40
58 36 95
59 36 19
60 36 67
1 37 69
2 37 91
3 37 91
4 37 49
5 37 92
6 37 73
7 37 81
8 37 38
9 37 8
10 37 48
11 37 80
12 37 35
13 37 91
14 37 47
15 37 70
16 37 54
17 37 40
18 37 27
19 37 1
20 37 69
21 37 99
22 37 27
23 37 58
24 37 90
25 37 95
26 37 85
27 37 82
28 37 91
29 37 63
30 37 7
31 37 14
32 37 3
33 37 49
34 37 54
35 37 92
36 37 36
37 37 43
38 37 8
39 37 35
40 37 15
41 37 48
42 37 96
43 37 52
44 37 13
45 37 1
46 37 13
47 37 98
48 37 39
49 37 6
50 37 55
51 37 59
52 37 14
53 37 41
54 37 72
55 37 8
56 37 23
57 37 46
58 37 79
59 37 12
60 37 52
1 38 9
2 38 97
3 38 46
4 38 30
5 38 2
6 38 26
7 38 48
8 38 35
9 38 44
10 38 32
11 38 40
12 38 50
13 38 76
14 38 52
15 38 81
16 38 63
17 38 93
18 38 7
19 38 33
20 38 45
21 38 55
22 38 86
23 38 52
24 38 66
25 38 76
26 38 71
27 38 52
28 38 20
29 38 74
30 38 73
31 38 76
32 38 66
33 38 9
34 38 16
35 38 94
36 38 28
37 38 52
38 38 9
39 38 7
40 38 76
41 38 80
42 38 63
43 38 14
44 38 12
45 38 65
46 38 55
47 38 98
48 38 23
49 38 96
50 38 51
51 38 13
52 38 65
53 38 92
54 38 32
55 38 80
56 38 9
57 38 61
58 38 89
59 38 44
60 38 37
1 39 9
2 39 90
3 39 32
4 39 99
5 39 34
6 39 6
7 39 14
8 39 56
9 39 35
10 39 76
11 39 69
12 39 47
13 39 28
14 39 61
15 39 97
16 39 98
17 39 47
18 39 64
19 39 35
20 39 39
21 39 74
22 39 61
23 39 57
24 39 77
25 39 38
26 39 73
27 39 93
28 39 84
29 39 40
30 39 35
31 39 65
32 39 66
33 39 41
34 39 75
35 39 35
36 39 27
37 39 94
38 39 6
39 39 35
40 39 56
41 39 3
42 39 71
43 39 86
