data;

param num_jobs := 500;

param num_mach := 40;

param T := 
26 9 77
27 9 81
28 9 41
29 9 47
30 9 17
31 9 32
32 9 63
33 9 75
34 9 25
35 9 49
36 9 89
37 9 11
38 9 14
39 9 53
40 9 7
1 10 30
2 10 29
3 10 34
4 10 30
5 10 2
6 10 32
7 10 94
8 10 27
9 10 92
10 10 23
11 10 11
12 10 33
13 10 63
14 10 67
15 10 13
16 10 93
17 10 56
18 10 15
19 10 27
20 10 73
21 10 26
22 10 25
23 10 20
24 10 98
25 10 77
26 10 14
27 10 31
28 10 52
29 10 6
30 10 24
31 10 4
32 10 25
33 10 44
34 10 55
35 10 27
36 10 75
37 10 86
38 10 7
39 10 68
40 10 83
1 11 19
2 11 43
3 11 55
4 11 81
5 11 84
6 11 53
7 11 17
8 11 93
9 11 72
10 11 91
11 11 20
12 11 33
13 11 91
14 11 3
15 11 52
16 11 25
17 11 88
18 11 74
19 11 28
20 11 61
21 11 99
22 11 80
23 11 24
24 11 1
25 11 60
26 11 83
27 11 77
28 11 70
29 11 10
30 11 35
31 11 95
32 11 45
33 11 60
34 11 86
35 11 64
36 11 90
37 11 20
38 11 78
39 11 48
40 11 2
1 12 92
2 12 2
3 12 27
4 12 92
5 12 91
6 12 29
7 12 11
8 12 91
9 12 31
10 12 66
11 12 20
12 12 61
13 12 3
14 12 67
15 12 30
16 12 46
17 12 33
18 12 22
19 12 19
20 12 20
21 12 81
22 12 96
23 12 62
24 12 79
25 12 38
26 12 1
27 12 58
28 12 11
29 12 14
30 12 4
31 12 1
32 12 26
33 12 45
34 12 18
35 12 98
36 12 38
37 12 44
38 12 35
39 12 36
40 12 35
1 13 76
2 13 73
3 13 22
4 13 59
5 13 45
6 13 74
7 13 45
8 13 15
9 13 12
10 13 56
11 13 69
12 13 40
13 13 79
14 13 22
15 13 11
16 13 41
17 13 20
18 13 57
19 13 95
20 13 58
21 13 33
22 13 91
23 13 76
24 13 14
25 13 52
26 13 89
27 13 66
28 13 70
29 13 39
30 13 4
31 13 25
32 13 79
33 13 38
34 13 9
35 13 80
36 13 30
37 13 77
38 13 87
39 13 99
40 13 97
1 14 42
2 14 49
3 14 25
4 14 65
5 14 52
6 14 93
7 14 45
8 14 75
9 14 17
10 14 58
11 14 62
12 14 13
13 14 61
14 14 7
15 14 84
16 14 52
17 14 31
18 14 42
19 14 47
20 14 3
21 14 36
22 14 66
23 14 34
24 14 40
25 14 77
26 14 10
27 14 76
28 14 8
29 14 69
30 14 98
31 14 33
32 14 25
33 14 63
34 14 39
35 14 70
36 14 41
37 14 20
38 14 47
39 14 22
40 14 17
1 15 89
2 15 30
3 15 80
4 15 18
5 15 5
6 15 15
7 15 44
8 15 64
9 15 94
10 15 77
11 15 38
12 15 64
13 15 63
14 15 10
15 15 74
16 15 21
17 15 98
18 15 43
19 15 22
20 15 94
21 15 12
22 15 98
23 15 90
24 15 66
25 15 12
26 15 43
27 15 68
28 15 28
29 15 72
30 15 67
31 15 60
32 15 87
33 15 39
34 15 26
35 15 5
36 15 80
37 15 89
38 15 83
39 15 79
40 15 15
1 16 51
2 16 74
3 16 21
4 16 98
5 16 21
6 16 69
7 16 20
8 16 14
9 16 53
10 16 99
11 16 62
12 16 54
13 16 16
14 16 81
15 16 27
16 16 30
17 16 19
18 16 50
19 16 66
20 16 1
21 16 69
22 16 92
23 16 35
24 16 1
25 16 14
26 16 25
27 16 22
28 16 73
29 16 62
30 16 82
31 16 23
32 16 8
33 16 5
34 16 88
35 16 58
36 16 60
37 16 79
38 16 35
39 16 96
40 16 1
1 17 38
2 17 96
3 17 75
4 17 17
5 17 14
6 17 42
7 17 4
8 17 65
9 17 9
10 17 32
11 17 95
12 17 47
13 17 40
14 17 12
15 17 77
16 17 57
17 17 9
18 17 35
19 17 50
20 17 32
21 17 88
22 17 81
23 17 17
24 17 85
25 17 53
26 17 51
27 17 97
28 17 20
29 17 79
30 17 45
31 17 93
32 17 53
33 17 93
34 17 80
35 17 73
36 17 74
37 17 56
38 17 76
39 17 91
40 17 58
1 18 5
2 18 32
3 18 68
4 18 70
5 18 87
6 18 64
7 18 79
8 18 48
9 18 62
10 18 87
11 18 43
12 18 55
13 18 56
14 18 54
15 18 9
16 18 28
17 18 91
18 18 71
19 18 68
20 18 63
21 18 32
22 18 92
23 18 53
24 18 30
25 18 7
26 18 21
27 18 98
28 18 83
29 18 17
30 18 83
31 18 68
32 18 34
33 18 23
34 18 71
35 18 80
36 18 86
37 18 80
38 18 44
39 18 88
40 18 52
1 19 59
2 19 43
3 19 86
4 19 9
5 19 72
6 19 72
7 19 57
8 19 56
9 19 9
10 19 33
11 19 82
12 19 89
13 19 17
14 19 19
15 19 79
16 19 80
17 19 10
18 19 16
19 19 30
20 19 66
21 19 86
22 19 61
23 19 19
24 19 58
25 19 76
26 19 49
27 19 12
28 19 28
29 19 61
30 19 93
31 19 12
32 19 37
33 19 28
34 19 87
35 19 97
36 19 20
37 19 64
38 19 14
39 19 24
40 19 31
1 20 90
2 20 98
3 20 35
4 20 10
5 20 86
6 20 19
7 20 32
8 20 43
9 20 79
10 20 90
11 20 74
12 20 7
13 20 78
14 20 13
15 20 36
16 20 35
17 20 71
18 20 40
19 20 22
20 20 38
21 20 40
22 20 9
23 20 13
24 20 61
25 20 45
26 20 34
27 20 27
28 20 80
29 20 80
30 20 53
31 20 83
32 20 49
33 20 16
34 20 7
35 20 5
36 20 52
37 20 62
38 20 39
39 20 27
40 20 44
1 21 40
2 21 95
3 21 75
4 21 54
5 21 26
6 21 39
7 21 23
8 21 7
9 21 12
10 21 95
11 21 55
12 21 75
13 21 1
14 21 37
15 21 13
16 21 71
17 21 31
18 21 21
19 21 60
20 21 47
21 21 89
22 21 70
23 21 14
24 21 48
25 21 60
26 21 70
27 21 51
28 21 57
29 21 36
30 21 77
31 21 43
32 21 99
33 21 58
34 21 9
35 21 9
36 21 23
37 21 82
38 21 45
39 21 85
40 21 56
1 22 94
2 22 44
3 22 41
4 22 15
5 22 94
6 22 75
7 22 92
8 22 3
9 22 50
10 22 14
11 22 12
12 22 39
13 22 78
14 22 46
15 22 5
16 22 6
17 22 95
18 22 81
19 22 18
20 22 79
21 22 71
22 22 81
23 22 12
24 22 16
25 22 47
26 22 34
27 22 82
28 22 88
29 22 22
30 22 37
31 22 43
32 22 5
33 22 14
34 22 88
35 22 86
36 22 41
37 22 44
38 22 74
39 22 88
40 22 79
1 23 15
2 23 7
3 23 32
4 23 42
5 23 56
6 23 59
7 23 50
8 23 38
9 23 86
10 23 8
11 23 32
12 23 88
13 23 98
14 23 54
15 23 25
16 23 85
17 23 66
18 23 2
19 23 36
20 23 92
21 23 37
22 23 22
23 23 19
24 23 12
25 23 58
26 23 12
27 23 86
28 23 56
29 23 42
30 23 37
31 23 96
32 23 17
33 23 80
34 23 17
35 23 3
36 23 3
37 23 53
38 23 95
39 23 55
40 23 97
1 24 95
2 24 94
3 24 2
4 24 67
5 24 24
6 24 47
7 24 31
8 24 93
9 24 19
10 24 69
11 24 43
12 24 42
13 24 44
14 24 10
15 24 46
16 24 76
17 24 11
18 24 69
19 24 15
20 24 75
21 24 52
22 24 14
23 24 69
24 24 16
25 24 48
26 24 90
27 24 39
28 24 35
29 24 19
30 24 40
31 24 30
32 24 80
33 24 78
34 24 61
35 24 19
36 24 13
37 24 17
38 24 63
39 24 39
40 24 11
1 25 55
2 25 20
3 25 12
4 25 4
5 25 75
6 25 9
7 25 63
8 25 39
9 25 52
10 25 97
11 25 31
12 25 29
13 25 7
14 25 11
15 25 19
16 25 70
17 25 66
18 25 99
19 25 89
20 25 14
21 25 21
22 25 76
23 25 93
24 25 19
25 25 87
26 25 6
27 25 60
28 25 36
29 25 24
30 25 58
31 25 12
32 25 99
33 25 68
34 25 65
35 25 79
36 25 14
37 25 87
38 25 33
39 25 21
40 25 74
1 26 57
2 26 6
3 26 76
4 26 57
5 26 10
6 26 84
7 26 12
8 26 59
9 26 26
10 26 43
11 26 33
12 26 81
13 26 52
14 26 94
15 26 73
16 26 84
17 26 70
18 26 3
19 26 80
20 26 63
21 26 58
22 26 40
23 26 72
24 26 10
25 26 99
26 26 41
27 26 19
28 26 68
29 26 55
30 26 95
31 26 72
32 26 1
33 26 94
34 26 81
35 26 73
36 26 21
37 26 36
38 26 42
39 26 75
40 26 54
1 27 65
2 27 46
3 27 84
4 27 41
5 27 21
6 27 83
7 27 4
8 27 88
9 27 70
10 27 2
11 27 22
12 27 33
13 27 3
14 27 67
15 27 2
16 27 81
17 27 33
18 27 12
19 27 34
20 27 29
21 27 73
22 27 12
23 27 82
24 27 72
25 27 31
26 27 89
27 27 30
28 27 88
29 27 29
30 27 44
31 27 95
32 27 14
33 27 66
34 27 59
35 27 89
36 27 62
37 27 59
38 27 35
39 27 27
40 27 80
1 28 23
2 28 31
3 28 8
4 28 98
5 28 14
6 28 49
7 28 38
8 28 44
9 28 99
10 28 66
11 28 64
12 28 21
13 28 59
14 28 98
15 28 23
16 28 85
17 28 25
18 28 68
19 28 36
20 28 47
21 28 5
22 28 99
23 28 12
24 28 85
25 28 58
26 28 62
27 28 28
28 28 76
29 28 17
30 28 40
31 28 94
32 28 51
33 28 63
34 28 92
35 28 42
36 28 28
37 28 16
38 28 48
39 28 76
40 28 13
1 29 75
2 29 22
3 29 78
4 29 35
5 29 48
6 29 73
7 29 72
8 29 73
9 29 35
10 29 37
11 29 63
12 29 95
13 29 47
14 29 72
15 29 27
16 29 7
17 29 14
18 29 60
19 29 11
20 29 81
21 29 66
22 29 92
23 29 63
24 29 27
25 29 20
26 29 69
27 29 16
28 29 3
29 29 3
30 29 76
31 29 71
32 29 96
33 29 81
34 29 22
35 29 81
36 29 25
37 29 96
38 29 57
39 29 18
40 29 8
1 30 10
2 30 87
3 30 67
4 30 48
5 30 11
6 30 76
7 30 95
8 30 5
9 30 52
10 30 82
11 30 82
12 30 39
13 30 98
14 30 90
15 30 99
16 30 75
17 30 17
18 30 16
19 30 99
20 30 18
21 30 41
22 30 99
23 30 34
24 30 90
25 30 83
26 30 36
27 30 7
28 30 8
29 30 81
30 30 71
31 30 54
32 30 1
33 30 97
34 30 91
35 30 85
36 30 32
37 30 23
38 30 76
39 30 36
40 30 93
1 31 37
2 31 89
3 31 21
4 31 71
5 31 25
6 31 30
7 31 77
8 31 4
9 31 71
10 31 65
11 31 48
12 31 83
13 31 66
14 31 35
15 31 35
16 31 78
17 31 94
18 31 59
19 31 26
20 31 66
21 31 99
22 31 39
23 31 84
24 31 4
25 31 40
26 31 93
27 31 39
28 31 88
29 31 79
30 31 90
31 31 20
32 31 78
33 31 78
34 31 64
35 31 36
36 31 70
37 31 79
38 31 9
39 31 78
40 31 57
1 32 1
2 32 30
3 32 98
4 32 23
5 32 85
6 32 48
7 32 1
8 32 36
9 32 71
10 32 16
11 32 39
12 32 46
13 32 68
14 32 83
15 32 19
16 32 6
17 32 73
18 32 19
19 32 32
20 32 73
21 32 45
22 32 87
23 32 79
24 32 52
25 32 31
26 32 18
27 32 71
28 32 86
29 32 14
30 32 29
31 32 91
32 32 19
33 32 13
34 32 94
35 32 71
36 32 74
37 32 73
38 32 61
39 32 17
40 32 26
1 33 15
2 33 55
3 33 81
4 33 56
5 33 26
6 33 32
7 33 76
8 33 37
9 33 30
10 33 66
11 33 50
12 33 57
13 33 57
14 33 87
15 33 3
16 33 97
17 33 94
18 33 89
19 33 4
20 33 38
21 33 99
22 33 91
23 33 15
24 33 15
25 33 13
26 33 22
27 33 68
28 33 89
29 33 77
30 33 44
31 33 26
32 33 98
33 33 74
34 33 52
35 33 21
36 33 73
37 33 31
38 33 12
39 33 82
40 33 65
1 34 39
2 34 13
3 34 63
4 34 23
5 34 24
6 34 61
7 34 38
8 34 86
9 34 14
10 34 41
11 34 40
12 34 7
13 34 33
14 34 99
15 34 52
16 34 5
17 34 2
18 34 52
19 34 76
20 34 34
21 34 15
22 34 19
23 34 28
24 34 96
25 34 42
26 34 11
27 34 55
28 34 33
29 34 60
30 34 53
31 34 70
32 34 96
33 34 23
34 34 11
35 34 23
36 34 69
37 34 20
38 34 34
39 34 87
40 34 79
1 35 80
2 35 65
3 35 22
4 35 37
5 35 24
6 35 59
7 35 18
8 35 92
9 35 75
10 35 3
11 35 63
12 35 88
13 35 73
14 35 60
15 35 82
16 35 50
17 35 57
18 35 58
19 35 20
20 35 38
21 35 13
22 35 85
23 35 82
24 35 78
25 35 99
26 35 88
27 35 65
28 35 9
29 35 94
30 35 79
31 35 17
32 35 26
33 35 30
34 35 79
35 35 26
36 35 38
37 35 10
38 35 76
39 35 31
40 35 18
1 36 25
2 36 64
3 36 79
4 36 46
5 36 10
6 36 94
7 36 6
8 36 77
9 36 2
10 36 52
11 36 79
12 36 56
13 36 9
14 36 42
15 36 69
16 36 95
17 36 83
18 36 54
19 36 7
20 36 65
21 36 65
22 36 25
23 36 43
24 36 65
25 36 43
26 36 27
27 36 57
28 36 82
29 36 41
30 36 59
31 36 20
32 36 61
33 36 36
34 36 8
35 36 61
36 36 16
37 36 52
38 36 98
39 36 71
40 36 87
1 37 7
2 37 73
3 37 33
4 37 17
5 37 86
6 37 57
7 37 86
8 37 72
9 37 83
10 37 90
11 37 48
12 37 81
13 37 20
14 37 47
15 37 46
16 37 24
17 37 48
18 37 77
19 37 56
20 37 10
21 37 95
22 37 18
23 37 23
24 37 40
25 37 90
26 37 78
27 37 24
28 37 20
29 37 98
30 37 1
31 37 12
32 37 77
33 37 45
34 37 32
35 37 12
36 37 14
37 37 7
38 37 66
39 37 1
40 37 72
1 38 3
2 38 54
3 38 72
4 38 10
5 38 17
6 38 77
7 38 62
8 38 20
9 38 15
10 38 30
11 38 95
12 38 20
13 38 66
14 38 63
15 38 81
16 38 14
17 38 66
18 38 98
19 38 68
20 38 92
21 38 19
22 38 82
23 38 16
24 38 34
25 38 36
26 38 61
27 38 79
28 38 7
29 38 47
30 38 5
31 38 83
32 38 96
33 38 43
34 38 83
35 38 47
36 38 19
37 38 85
38 38 96
39 38 83
40 38 59
1 39 62
2 39 6
3 39 81
4 39 78
5 39 68
6 39 9
7 39 50
8 39 78
9 39 34
10 39 67
11 39 75
12 39 86
13 39 51
14 39 75
15 39 33
16 39 33
17 39 45
18 39 25
19 39 33
20 39 17
21 39 10
22 39 14
23 39 17
24 39 88
25 39 97
26 39 88
27 39 20
28 39 91
29 39 24
30 39 37
31 39 62
32 39 36
33 39 52
34 39 57
35 39 51
36 39 16
37 39 37
38 39 69
39 39 86
40 39 71
1 40 63
2 40 60
3 40 13
4 40 65
5 40 5
6 40 62
7 40 67
8 40 38
9 40 83
10 40 11
11 40 4
12 40 32
13 40 15
14 40 32
15 40 89
16 40 28
17 40 57
18 40 60
19 40 23
20 40 24
21 40 3
22 40 83
23 40 9
24 40 35
25 40 92
26 40 59
27 40 77
28 40 25
29 40 29
30 40 59
31 40 58
32 40 65
33 40 16
34 40 30
35 40 26
36 40 7
37 40 58
38 40 80
39 40 82
40 40 3
1 41 5
2 41 34
3 41 52
4 41 2
5 41 4
6 41 2
7 41 96
8 41 34
9 41 7
10 41 63
11 41 70
12 41 26
13 41 60
14 41 72
15 41 88
16 41 30
17 41 36
18 41 17
19 41 63
20 41 63
21 41 20
22 41 97
23 41 42
24 41 76
25 41 49
26 41 4
27 41 48
28 41 4
29 41 62
30 41 14
31 41 98
32 41 70
33 41 11
34 41 36
35 41 75
36 41 42
37 41 36
38 41 66
39 41 43
40 41 66
1 42 29
2 42 38
3 42 61
4 42 23
5 42 7
6 42 89
7 42 27
8 42 81
9 42 81
10 42 59
11 42 46
12 42 52
13 42 5
14 42 3
15 42 21
16 42 56
17 42 19
18 42 88
19 42 92
20 42 63
21 42 38
22 42 3
23 42 96
24 42 72
25 42 47
26 42 85
27 42 1
28 42 31
29 42 93
30 42 70
31 42 41
32 42 22
33 42 98
34 42 6
35 42 73
36 42 52
37 42 24
38 42 75
39 42 8
40 42 42
1 43 72
2 43 42
3 43 95
4 43 79
5 43 2
6 43 95
7 43 84
8 43 98
9 43 72
10 43 65
11 43 55
12 43 6
13 43 74
14 43 36
15 43 11
16 43 29
17 43 7
18 43 76
19 43 90
20 43 12
21 43 79
22 43 60
23 43 11
24 43 37
25 43 87
26 43 60
27 43 71
28 43 68
29 43 60
30 43 20
31 43 70
32 43 51
33 43 98
34 43 49
35 43 14
36 43 93
37 43 48
38 43 97
39 43 32
40 43 35
1 44 53
2 44 92
3 44 16
4 44 64
5 44 33
6 44 55
7 44 36
8 44 51
9 44 24
10 44 30
11 44 37
12 44 90
13 44 16
14 44 84
15 44 79
16 44 88
17 44 62
18 44 72
19 44 2
20 44 36
21 44 39
22 44 65
23 44 13
24 44 39
25 44 94
26 44 89
27 44 36
28 44 9
29 44 99
30 44 34
31 44 71
32 44 34
33 44 3
34 44 6
35 44 37
36 44 89
37 44 44
38 44 54
39 44 27
40 44 37
1 45 82
2 45 94
3 45 67
4 45 39
5 45 43
6 45 92
7 45 82
8 45 91
9 45 85
10 45 91
11 45 90
12 45 38
13 45 49
14 45 6
15 45 93
16 45 24
17 45 39
18 45 1
19 45 31
20 45 3
21 45 35
22 45 30
23 45 15
24 45 7
25 45 55
26 45 16
27 45 63
28 45 44
29 45 10
30 45 76
31 45 90
32 45 75
33 45 10
34 45 45
35 45 41
36 45 91
37 45 26
38 45 36
39 45 63
40 45 99
1 46 14
2 46 42
3 46 52
4 46 67
5 46 54
6 46 86
7 46 24
8 46 13
9 46 57
10 46 43
11 46 98
12 46 17
13 46 51
14 46 12
15 46 86
16 46 2
17 46 40
18 46 11
19 46 23
20 46 4
21 46 2
22 46 18
23 46 96
24 46 42
25 46 78
26 46 81
27 46 51
28 46 48
29 46 46
30 46 66
31 46 73
32 46 5
33 46 2
34 46 26
35 46 78
36 46 33
37 46 84
38 46 5
39 46 77
40 46 3
1 47 21
2 47 8
3 47 73
4 47 59
5 47 67
6 47 8
7 47 15
8 47 5
9 47 82
10 47 55
11 47 26
12 47 60
13 47 62
14 47 27
15 47 70
16 47 5
17 47 6
18 47 31
19 47 23
20 47 72
21 47 8
22 47 39
23 47 70
24 47 41
25 47 95
26 47 20
27 47 48
28 47 59
29 47 43
30 47 8
31 47 82
32 47 78
33 47 43
34 47 10
35 47 21
36 47 99
37 47 21
38 47 49
39 47 38
40 47 44
1 48 4
2 48 90
3 48 67
4 48 19
5 48 3
6 48 3
7 48 94
8 48 17
9 48 55
10 48 49
11 48 13
12 48 89
13 48 34
14 48 9
15 48 23
16 48 78
17 48 39
18 48 79
19 48 20
20 48 82
21 48 3
22 48 95
23 48 28
24 48 17
25 48 87
26 48 92
27 48 42
28 48 70
29 48 71
30 48 66
31 48 3
32 48 85
33 48 21
34 48 35
35 48 22
36 48 96
37 48 7
38 48 94
39 48 12
40 48 24
1 49 36
2 49 16
3 49 14
4 49 92
5 49 70
6 49 34
7 49 4
8 49 28
9 49 72
10 49 35
11 49 37
12 49 53
13 49 5
14 49 21
15 49 57
16 49 78
17 49 59
18 49 23
19 49 67
20 49 72
21 49 98
22 49 92
23 49 62
24 49 33
25 49 43
26 49 81
27 49 49
28 49 29
29 49 27
30 49 7
31 49 21
32 49 58
33 49 2
34 49 38
35 49 47
36 49 36
37 49 78
38 49 74
39 49 96
40 49 37
1 50 28
2 50 94
3 50 26
4 50 37
5 50 64
6 50 86
7 50 75
8 50 19
9 50 9
10 50 97
11 50 63
12 50 66
13 50 1
14 50 63
15 50 76
16 50 31
17 50 79
18 50 3
19 50 91
20 50 62
21 50 86
22 50 92
23 50 78
24 50 43
25 50 51
26 50 49
27 50 70
28 50 40
29 50 45
30 50 88
31 50 90
32 50 96
33 50 35
34 50 42
35 50 93
36 50 13
37 50 63
38 50 47
39 50 42
40 50 79
1 51 35
2 51 39
3 51 27
4 51 78
5 51 98
6 51 15
7 51 16
8 51 61
9 51 30
10 51 45
11 51 73
12 51 57
13 51 79
14 51 57
15 51 99
16 51 89
17 51 30
18 51 11
19 51 72
20 51 87
21 51 74
22 51 39
23 51 84
24 51 33
25 51 19
26 51 38
27 51 32
28 51 74
29 51 56
30 51 9
31 51 76
32 51 89
33 51 79
34 51 95
35 51 88
36 51 1
37 51 32
38 51 84
39 51 56
40 51 47
1 52 92
2 52 33
3 52 2
4 52 89
5 52 68
6 52 58
7 52 57
8 52 97
9 52 27
10 52 9
11 52 75
12 52 26
13 52 91
14 52 90
15 52 83
16 52 12
17 52 99
18 52 21
19 52 15
20 52 28
21 52 66
22 52 29
23 52 55
24 52 71
25 52 29
26 52 42
27 52 13
28 52 86
29 52 60
30 52 12
31 52 83
32 52 49
33 52 61
34 52 66
35 52 68
36 52 49
37 52 89
38 52 3
39 52 80
40 52 57
1 53 78
2 53 57
3 53 34
4 53 67
5 53 42
6 53 8
7 53 2
8 53 40
9 53 92
10 53 3
11 53 97
12 53 96
13 53 88
14 53 17
15 53 12
16 53 32
17 53 18
18 53 80
19 53 93
20 53 55
21 53 65
22 53 39
23 53 88
24 53 67
25 53 22
26 53 23
27 53 45
28 53 38
29 53 45
30 53 52
31 53 59
32 53 47
33 53 63
34 53 95
35 53 36
36 53 86
37 53 92
38 53 58
39 53 61
40 53 61
1 54 8
2 54 75
3 54 23
4 54 14
5 54 88
6 54 34
7 54 39
8 54 71
9 54 22
10 54 39
11 54 62
12 54 89
13 54 47
14 54 7
15 54 73
16 54 41
17 54 58
18 54 56
19 54 88
20 54 75
21 54 13
22 54 19
23 54 38
24 54 35
25 54 9
26 54 91
27 54 3
28 54 25
29 54 28
30 54 8
31 54 89
32 54 60
33 54 51
34 54 6
35 54 10
36 54 31
37 54 99
38 54 92
39 54 86
40 54 74
1 55 67
2 55 72
3 55 80
4 55 35
5 55 29
6 55 60
7 55 46
8 55 48
9 55 49
10 55 96
11 55 37
12 55 91
13 55 35
14 55 64
15 55 22
16 55 76
17 55 85
18 55 37
19 55 85
20 55 84
21 55 56
22 55 29
23 55 25
24 55 58
25 55 24
26 55 36
27 55 66
28 55 11
29 55 28
30 55 57
31 55 62
32 55 20
33 55 21
34 55 63
35 55 41
36 55 4
37 55 50
38 55 45
39 55 21
40 55 6
1 56 69
2 56 51
3 56 13
4 56 32
5 56 29
6 56 5
7 56 72
8 56 19
9 56 11
10 56 51
11 56 72
12 56 35
13 56 3
14 56 92
15 56 12
16 56 18
17 56 23
18 56 87
19 56 78
20 56 30
21 56 49
22 56 43
23 56 32
24 56 71
25 56 97
26 56 18
27 56 73
28 56 71
29 56 73
30 56 8
31 56 23
32 56 71
33 56 86
34 56 3
35 56 20
36 56 56
37 56 79
38 56 6
39 56 8
40 56 96
1 57 45
2 57 82
3 57 80
4 57 6
5 57 15
6 57 71
7 57 3
8 57 40
9 57 41
10 57 57
11 57 18
12 57 81
13 57 9
14 57 17
15 57 18
16 57 84
17 57 56
18 57 71
19 57 37
20 57 74
21 57 82
22 57 98
23 57 83
24 57 39
25 57 66
26 57 11
27 57 46
28 57 40
29 57 43
30 57 85
31 57 6
32 57 34
33 57 95
34 57 3
35 57 62
36 57 95
37 57 60
38 57 39
39 57 58
40 57 65
1 58 63
2 58 17
3 58 39
4 58 71
5 58 23
6 58 98
7 58 3
8 58 2
9 58 3
10 58 84
11 58 25
12 58 18
13 58 77
14 58 67
15 58 42
16 58 44
17 58 67
18 58 13
19 58 61
20 58 68
21 58 46
22 58 14
23 58 3
24 58 42
25 58 15
26 58 11
27 58 3
28 58 62
29 58 27
30 58 73
31 58 47
32 58 71
33 58 72
34 58 18
35 58 76
36 58 18
37 58 79
38 58 57
39 58 25
40 58 55
1 59 85
2 59 47
3 59 62
